,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Temperature, K","Pressure, kPa",Activity coefficient,Activity coefficient_std
994318,je060395n,2-methylpropane,toluene,CC(C)C,Cc1ccccc1,2-methylpropane__toluene,0.0,289.98,101.0,2.12,0.0636
994319,je060395n,2-methylpropane,toluene,CC(C)C,Cc1ccccc1,2-methylpropane__toluene,0.0,309.94,101.0,2.01,0.0603
994320,je060395n,2-methylpropane,toluene,CC(C)C,Cc1ccccc1,2-methylpropane__toluene,0.0,329.99,101.0,1.91,0.0573
994327,je060395n,2-methylpropane,o-xylene,CC(C)C,Cc1ccccc1C,"2-methylpropane__1,2-dimethylbenzene",0.0,270.13,101.0,2.25,0.0675
994328,je060395n,2-methylpropane,o-xylene,CC(C)C,Cc1ccccc1C,"2-methylpropane__1,2-dimethylbenzene",0.0,289.99,101.0,2.13,0.0639
994329,je060395n,2-methylpropane,o-xylene,CC(C)C,Cc1ccccc1C,"2-methylpropane__1,2-dimethylbenzene",0.0,309.84,101.0,2.04,0.0612
994330,je060395n,2-methylpropane,o-xylene,CC(C)C,Cc1ccccc1C,"2-methylpropane__1,2-dimethylbenzene",0.0,329.99,101.0,1.94,0.0582
994337,je060395n,2-methylpropane,"1,3-dimethylbenzene",CC(C)C,Cc1cccc(C)c1,"2-methylpropane__1,3-dimethylbenzene",0.0,270.1,101.0,2.04,0.0612
994338,je060395n,2-methylpropane,"1,3-dimethylbenzene",CC(C)C,Cc1cccc(C)c1,"2-methylpropane__1,3-dimethylbenzene",0.0,289.99,101.0,1.97,0.0591
994339,je060395n,2-methylpropane,"1,3-dimethylbenzene",CC(C)C,Cc1cccc(C)c1,"2-methylpropane__1,3-dimethylbenzene",0.0,309.84,101.0,1.89,0.0567
994340,je060395n,2-methylpropane,"1,3-dimethylbenzene",CC(C)C,Cc1cccc(C)c1,"2-methylpropane__1,3-dimethylbenzene",0.0,329.99,101.0,1.8,0.054
994346,je060395n,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1,"2-methylpropane__1,4-dimethylbenzene",0.0,289.99,101.0,1.91,0.0573
994347,je060395n,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1,"2-methylpropane__1,4-dimethylbenzene",0.0,299.99,101.0,1.86,0.0558
994348,je060395n,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1,"2-methylpropane__1,4-dimethylbenzene",0.0,309.85,101.0,1.83,0.0549
994349,je060395n,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1,"2-methylpropane__1,4-dimethylbenzene",0.0,319.99,101.0,1.79,0.0537
994350,je060395n,2-methylpropane,"1,4-dimethylbenzene",CC(C)C,Cc1ccc(C)cc1,"2-methylpropane__1,4-dimethylbenzene",0.0,329.99,101.0,1.74,0.0522
994643,je060395n,benzene,methoxymethane,c1ccccc1,COC,benzene__methoxymethane,0.0,279.95,101.0,1.13,0.0339
994644,je060395n,benzene,methoxymethane,c1ccccc1,COC,benzene__methoxymethane,0.0,289.97,101.0,1.15,0.0345
994645,je060395n,benzene,methoxymethane,c1ccccc1,COC,benzene__methoxymethane,0.0,309.98,101.0,1.18,0.0354
994646,je060395n,benzene,methoxymethane,c1ccccc1,COC,benzene__methoxymethane,0.0,329.99,101.0,1.26,0.0378
994652,je060395n,toluene,methoxymethane,Cc1ccccc1,COC,toluene__methoxymethane,0.0,250.04,101.0,1.07,0.0321
994653,je060395n,toluene,methoxymethane,Cc1ccccc1,COC,toluene__methoxymethane,0.0,270.2,101.0,1.1,0.033
994654,je060395n,toluene,methoxymethane,Cc1ccccc1,COC,toluene__methoxymethane,0.0,289.98,101.0,1.13,0.0339
994655,je060395n,toluene,methoxymethane,Cc1ccccc1,COC,toluene__methoxymethane,0.0,309.84,101.0,1.16,0.0348
994656,je060395n,toluene,methoxymethane,Cc1ccccc1,COC,toluene__methoxymethane,0.0,329.99,101.0,1.17,0.0351
994662,je060395n,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC,"1,2-dimethylbenzene__methoxymethane",0.0,250.05,101.0,1.23,0.0369
994663,je060395n,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC,"1,2-dimethylbenzene__methoxymethane",0.0,269.91,101.0,1.24,0.0372
994664,je060395n,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC,"1,2-dimethylbenzene__methoxymethane",0.0,289.97,101.0,1.25,0.0375
994665,je060395n,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC,"1,2-dimethylbenzene__methoxymethane",0.0,309.98,101.0,1.27,0.0381
994666,je060395n,"1,2-dimethylbenzene",methoxymethane,Cc1ccccc1C,COC,"1,2-dimethylbenzene__methoxymethane",0.0,329.99,101.0,1.27,0.0381
994673,je060395n,"1,3-dimethylbenzene",methoxymethane,Cc1cccc(C)c1,COC,"1,3-dimethylbenzene__methoxymethane",0.0,270.05,101.0,1.22,0.0366
994674,je060395n,"1,3-dimethylbenzene",methoxymethane,Cc1cccc(C)c1,COC,"1,3-dimethylbenzene__methoxymethane",0.0,289.98,101.0,1.21,0.0363
994675,je060395n,"1,3-dimethylbenzene",methoxymethane,Cc1cccc(C)c1,COC,"1,3-dimethylbenzene__methoxymethane",0.0,309.89,101.0,1.21,0.0363
994676,je060395n,"1,3-dimethylbenzene",methoxymethane,Cc1cccc(C)c1,COC,"1,3-dimethylbenzene__methoxymethane",0.0,329.99,101.0,1.21,0.0363
994682,je060395n,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC,"1,4-dimethylbenzene__methoxymethane",0.0,289.97,101.0,1.17,0.0351
994683,je060395n,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC,"1,4-dimethylbenzene__methoxymethane",0.0,299.98,101.0,1.18,0.0354
994684,je060395n,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC,"1,4-dimethylbenzene__methoxymethane",0.0,309.98,101.0,1.18,0.0354
994685,je060395n,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC,"1,4-dimethylbenzene__methoxymethane",0.0,319.99,101.0,1.2,0.036
994686,je060395n,"1,4-dimethylbenzene",methoxymethane,Cc1ccc(C)cc1,COC,"1,4-dimethylbenzene__methoxymethane",0.0,329.99,101.0,1.2,0.036
1632196,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,273.35,101.0,58.8,1.764
1632197,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,283.15,101.0,73.9,2.217
1632198,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,293.15,101.0,89.2,2.676
1632199,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,293.15,101.0,86.1,2.583
1632200,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,303.15,101.0,104.0,3.12
1632201,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,303.15,101.0,103.0,3.09
1632202,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,313.15,101.0,119.0,3.57
1632203,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,323.15,101.0,129.0,3.87
1632204,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,333.15,101.0,134.0,4.02
1632205,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,343.15,101.0,134.0,4.02
1632206,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,353.15,101.0,124.0,3.72
1632207,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,363.15,101.0,130.0,3.9
1632208,je901063s,2-pentanol,water,CCCC(C)O,O,pentan-2-ol__water,0.0,371.15,101.0,118.0,3.54
1632209,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,273.35,101.0,48.7,1.461
1632210,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,283.15,101.0,63.1,1.893
1632211,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,293.15,101.0,75.6,2.268
1632212,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,303.15,101.0,88.7,2.661
1632213,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,313.15,101.0,101.0,3.03
1632214,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,323.15,101.0,108.0,3.24
1632215,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,333.15,101.0,116.0,3.48
1632216,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,343.15,101.0,111.0,3.33
1632217,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,353.15,101.0,120.0,3.6
1632218,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,363.15,101.0,117.0,3.51
1632219,je901063s,3-pentanol,water,CCC(O)CC,O,3-pentanol__water,0.0,371.15,101.0,104.0,3.12
1632220,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,273.35,101.0,86.3,2.589
1632221,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,283.15,101.0,117.0,3.51
1632222,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,293.15,101.0,138.0,4.14
1632223,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,293.15,101.0,134.0,4.02
1632224,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,303.15,101.0,158.0,4.74
1632225,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,303.15,101.0,151.0,4.53
1632226,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,313.15,101.0,163.0,4.89
1632227,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,313.15,101.0,173.0,5.19
1632228,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,323.15,101.0,180.0,5.4
1632229,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,323.15,101.0,173.0,5.19
1632230,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,333.15,101.0,170.0,5.1
1632231,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,333.15,101.0,179.0,5.37
1632232,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,343.15,101.0,169.0,5.07
1632233,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,353.15,101.0,160.0,4.8
1632234,je901063s,2-methyl-1-butanol,water,CCC(C)CO,O,2-methyl-1-butanol__water,0.0,363.15,101.0,162.0,4.86
1632238,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,273.35,101.0,94.9,2.847
1632239,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,283.15,101.0,126.0,3.78
1632240,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,293.15,101.0,148.0,4.44
1632241,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,293.15,101.0,146.0,4.38
1632242,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,303.15,101.0,161.0,4.83
1632243,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,303.15,101.0,164.0,4.92
1632244,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,313.15,101.0,173.0,5.19
1632245,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,313.15,101.0,175.0,5.25
1632246,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,323.15,101.0,179.0,5.37
1632247,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,323.15,101.0,184.0,5.52
1632248,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,333.15,101.0,182.0,5.46
1632249,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,333.15,101.0,178.0,5.34
1632250,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,343.15,101.0,179.0,5.37
1632251,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,353.15,101.0,164.0,4.92
1632252,je901063s,3-methyl-1-butanol,water,CC(C)CCO,O,"1-butanol, 3-methyl-__water",0.0,371.15,101.0,149.0,4.47
1632253,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,273.35,101.0,18.3,0.549
1632254,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,283.15,101.0,24.5,0.735
1632255,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,293.15,101.0,31.7,0.951
1632256,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,293.15,101.0,34.6,1.038
1632257,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,303.15,101.0,41.3,1.239
1632258,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,303.15,101.0,39.2,1.176
1632259,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,313.15,101.0,49.0,1.47
1632260,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,313.15,101.0,46.5,1.395
1632261,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,323.15,101.0,52.3,1.569
1632262,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,323.15,101.0,56.9,1.707
1632263,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,333.15,101.0,59.3,1.779
1632264,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,333.15,101.0,61.4,1.842
1632265,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,343.15,101.0,64.2,1.926
1632266,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,353.15,101.0,67.1,2.013
1632267,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,361.25,101.0,75.4,2.262
1632268,je901063s,2-methyl-2-butanol,water,CCC(C)(C)O,O,tert-pentyl alcohol__water,0.0,371.45,101.0,73.9,2.217
1632269,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,273.35,101.0,43.5,1.305
1632270,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,283.15,101.0,61.5,1.845
1632271,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,293.15,101.0,73.9,2.217
1632272,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,303.15,101.0,86.5,2.595
1632273,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,313.15,101.0,96.6,2.898
1632274,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,323.15,101.0,104.0,3.12
1632275,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,333.15,101.0,110.0,3.3
1632276,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,343.15,101.0,111.0,3.33
1632277,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,353.15,101.0,107.0,3.21
1632278,je901063s,3-methyl-2-butanol,water,CC(C)C(C)O,O,3-methyl-2-butanol__water,0.0,371.15,101.0,108.0,3.24
1642028,cs.jced.5b00116,glycerol,water,OCC(O)CO,O,glycerol__water,,313.15,101.0,0.73,0.0365
1642029,cs.jced.5b00116,glycerol,water,OCC(O)CO,O,glycerol__water,,333.15,101.0,0.75,0.0375
1642030,cs.jced.5b00116,glycerol,water,OCC(O)CO,O,glycerol__water,,353.15,101.0,0.78,0.039
1642031,cs.jced.5b00116,glycerol,water,OCC(O)CO,O,glycerol__water,,373.15,101.0,0.79,0.0395
1642032,cs.jced.5b00116,glycerol,water,OCC(O)CO,O,glycerol__water,,393.15,101.0,0.8,0.04
1642033,cs.jced.5b00116,glycerol,ethanol,OCC(O)CO,CCO,glycerol__ethanol,,313.15,101.0,4.76,0.238
1642034,cs.jced.5b00116,glycerol,ethanol,OCC(O)CO,CCO,glycerol__ethanol,,333.15,101.0,3.98,0.199
1642035,cs.jced.5b00116,glycerol,ethanol,OCC(O)CO,CCO,glycerol__ethanol,,353.15,101.0,3.73,0.1865
1642036,cs.jced.5b00116,glycerol,ethanol,OCC(O)CO,CCO,glycerol__ethanol,,373.15,101.0,3.52,0.176
1642037,cs.jced.5b00116,glycerol,ethanol,OCC(O)CO,CCO,glycerol__ethanol,,393.15,101.0,3.25,0.1625
