;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
156928;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.81549;298.15;101.0;1041.5;0.5
156929;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.86748;298.15;101.0;1039.8;0.5
156930;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.93763;298.15;101.0;1037.8;0.5
156931;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;1.0;298.15;101.0;1036.4;0.5
156932;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.0;308.15;101.0;1041.1;0.5
156933;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.05551;308.15;101.0;1037.5;0.5
156934;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.13045;308.15;101.0;1032.8;0.5
156935;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.19708;308.15;101.0;1028.7;0.5
156936;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.25994;308.15;101.0;1024.9;0.5
156937;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.32839;308.15;101.0;1021.0;0.5
156938;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.40777;308.15;101.0;1016.4;0.5
156939;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.47558;308.15;101.0;1012.7;0.5
156940;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.56289;308.15;101.0;1008.2;0.5
156941;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.68306;308.15;101.0;1002.5;0.5
156942;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.74559;308.15;101.0;995.5;0.5
156943;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.81549;308.15;101.0;996.6;0.5
156944;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.86748;308.15;101.0;994.7;0.5
156945;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.93763;308.15;101.0;992.5;0.5
156946;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;1.0;308.15;101.0;990.8;0.5
156947;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.0;318.15;101.0;1000.0;0.5
156948;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.08857;318.15;101.0;993.7;0.5
156949;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.13045;318.15;101.0;991.2;0.5
156950;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.19708;318.15;101.0;986.9;0.5
156951;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.25994;318.15;101.0;983.0;0.5
156952;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.32839;318.15;101.0;978.9;0.5
156953;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.40777;318.15;101.0;973.8;0.5
156954;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.56289;318.15;101.0;964.9;0.5
156955;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.68306;318.15;101.0;958.7;0.5
156956;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.74559;318.15;101.0;955.6;0.5
156957;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.81549;318.15;101.0;952.4;0.5
156958;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.86748;318.15;101.0;950.0;0.5
156959;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.93763;318.15;101.0;947.4;0.5
156960;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;1.0;318.15;101.0;945.3;0.5
156961;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.0;328.15;101.0;958.4;0.5
156962;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.08857;328.15;101.0;952.7;0.5
156963;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.19708;328.15;101.0;945.5;0.5
156964;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.25994;328.15;101.0;941.5;0.5
156965;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.33154;328.15;101.0;936.4;0.5
156966;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.56289;328.15;101.0;922.2;0.5
156967;j.jct.2009.01.008;2,2,4-trimethylpentane;methyl tert-butyl ether;CC(C)CC(C)(C)C;COC(C)(C)C;31921-36-5;1634-04-4;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;2,2,4-trimethylpentane__methyl tert-butyl ether;0.68306;328.15;101.0;915.2;0.5
330951;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;1.0;298.15;101.0;1082.7;0.5
330952;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.98101;298.15;101.0;1082.1;0.5
330953;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.96192;298.15;101.0;1082.3;0.5
330954;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.94221;298.15;101.0;1082.9;0.5
330955;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.90776;298.15;101.0;1084.5;0.5
330956;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.86827;298.15;101.0;1086.7;0.5
330957;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.80947;298.15;101.0;1090.6;0.5
330958;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.74202;298.15;101.0;1095.9;0.5
330959;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.67875;298.15;101.0;1101.9;0.5
330960;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.60674;298.15;101.0;1109.8;0.5
330961;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.54579;298.15;101.0;1117.4;0.5
330962;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.45532;298.15;101.0;1130.7;0.5
330963;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.39323;298.15;101.0;1141.1;0.5
330964;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.31756;298.15;101.0;1155.5;0.5
330965;j.jct.2013.05.009;1-butanol;2,2,4-trimethylpentane;CCCCO;CC(C)CC(C)(C)C;107569-51-7;31921-36-5;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;1-butanol__2,2,4-trimethylpentane;0.2621;298.15;101.0;1167.3;0.5
